filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,pause_lenghts
1077_TAI_SAD_XX,"[0.07, 0.3, 0.13, 0.32, 0.27]","[0.0, 0.07999999999999996, 0.0, 0.010000000000000009]","[-0.7083333333333333, -0.31818181818181823, -0.07142857142857148, -0.20000000000000004, 0.08000000000000007]",
1033_IWW_DIS_XX,"[0.01, 0.28, 0.15, 0.19, 0.11, 0.39]","[0.41, 0.0, 0.0, 0.0, 0.009999999999999787]","[-0.888888888888889, 0.1200000000000001, 0.0, 0.11764705882352934, 0.0, -0.025000000000000022]",
1084_DFA_HAP_XX,"[0.25, 0.31, 0.06, 0.57]","[0.0, 0.0, -2.220446049250313e-16]","[-0.1935483870967742, -0.11428571428571424, 0.0, -0.06557377049180334]",
1061_IEO_FEA_LO,"[0.03, 0.29, 0.53]","[0.0, 0.0]","[-0.8333333333333334, -0.2750000000000001, 0.15217391304347827]",
1053_IEO_SAD_HI,"[0.21, 0.4, 0.6]","[0.010000000000000009, 2.220446049250313e-16]","[0.23529411764705868, 0.11111111111111122, 0.30434782608695643]",
1008_IEO_DIS_LO,"[0.22, 0.45, 0.73]","[0.010000000000000009, 0.0]","[-0.26666666666666666, 0.15384615384615383, 0.37735849056603765]",
1067_TAI_HAP_XX,"[0.13, 0.38, 0.14, 0.38, 0.33]","[0.0, -1.1102230246251565e-16, 0.0, 0.010000000000000009]","[-0.13333333333333328, 0.0, 0.0, 0.0857142857142858, 0.17857142857142852]",
1051_ITS_SAD_XX,"[0.12, 0.3, 0.12, 0.27, 0.21, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, -0.06250000000000006, 0.0, -0.06896551724137918, -0.0454545454545455, -0.10714285714285723]",
1023_IWL_ANG_XX,"[0.28, 0.23, 0.32, 0.09, 0.29, 0.48, 0.59]","[0.0, 1.1102230246251565e-16, 0.020000000000000018, 0.0, -2.220446049250313e-16, 0.0]","[0.33333333333333354, 0.2777777777777779, 0.3913043478260869, 0.12499999999999993, 0.15999999999999992, 0.23076923076923067, 0.43902439024390244]",
1027_IOM_DIS_XX,"[0.19, 0.15, 0.12, 0.18, 0.02, 0.12, 0.47]","[1.1102230246251565e-16, -1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0, 0.0]","[0.2666666666666667, -0.11764705882352951, -0.14285714285714296, -0.14285714285714285, -0.8181818181818181, 0.3333333333333333, 0.04444444444444436]",
1012_DFA_SAD_XX,"[0.25, 0.33, 0.07, 0.5]","[0.0, 0.0, 0.0]","[-0.5192307692307693, -0.26666666666666666, 0.16666666666666682, -0.12280701754385957]",
1051_WSI_FEA_XX,"[0.23, 0.32, 0.09, 0.04, 0.31, 0.12, 0.58]","[-2.220446049250313e-16, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[0.0454545454545455, -0.030303030303030328, -0.10000000000000009, -0.20000000000000004, 0.06896551724137938, 0.0, 0.07407407407407393]",
1060_IEO_DIS_HI,"[0.25, 0.56, 0.83]","[0.0, 0.030000000000000027]","[-0.13793103448275856, 0.07692307692307698, 0.7291666666666666]",
1083_WSI_HAP_XX,"[0.21, 0.39, 0.09, 0.05, 0.29, 0.11, 0.55]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0]","[-0.0454545454545455, 0.026315789473684233, -0.18181818181818185, 0.0, 0.0, 0.09999999999999995, 0.5714285714285716]",
1068_TIE_ANG_XX,"[0.24, 0.11, 0.62, 0.21, 0.55]","[0.0, 0.0, 0.0, 0.010000000000000009]","[-0.14285714285714296, 0.09999999999999995, 0.19230769230769226, 0.9090909090909091, 0.5714285714285716]",
1049_WSI_HAP_XX,"[0.24, 0.44, 0.12, 0.06, 0.31, 0.1, 0.34]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[0.04347826086956513, 0.09999999999999995, -0.07692307692307698, 0.1999999999999999, -0.13888888888888887, -0.23076923076923075, -0.055555555555555455]",
1037_ITS_DIS_XX,"[0.13, 0.4, 0.18, 0.48, 0.24, 0.67]","[0.0, 0.0, 0.0, 0.0, 0.04999999999999982]","[-0.07142857142857148, 0.37931034482758635, 0.28571428571428553, 0.7777777777777776, 0.14285714285714285, 0.21818181818181814]",
1087_IEO_FEA_LO,"[0.04, 0.36, 0.56]","[0.0, 0.0]","[-0.8333333333333333, 0.0, 0.21739130434782614]",
1032_IWW_FEA_XX,"[0.14, 0.38, 0.19, 0.23, 0.13, 0.26]","[0.0, 0.0, 0.0, 0.030000000000000027, 0.0]","[-0.1764705882352941, -0.025641025641025664, -0.1739130434782609, 0.21052631578947373, -0.1875, -0.35000000000000003]",
1002_MTI_FEA_XX,"[0.24, 0.42, 0.08, 0.1, 0.13, 0.71]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 2.220446049250313e-16]","[-0.2, 0.0, -0.2727272727272727, 0.0, 0.0, 0.5777777777777776]",
1044_MTI_ANG_XX,"[0.34, 0.38, 0.14, 0.05, 0.17, 0.68]","[0.010000000000000009, 0.0, -2.220446049250313e-16, 0.0, 0.0]","[-0.1052631578947368, -0.30909090909090914, -0.26315789473684204, -0.6153846153846154, 0.30769230769230776, 0.30769230769230776]",
1079_ITH_DIS_XX,"[0.09, 0.22, 0.02, 0.1, 0.12, 0.55, 0.8]","[5.551115123125783e-17, 0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, 0.010000000000000009, 0.0]","[-0.25, -0.42105263157894735, -0.7142857142857143, -0.4444444444444444, 1.0, -0.05172413793103434, 0.6666666666666669]",
1056_WSI_SAD_XX,"[0.26, 0.39, 0.15, 0.06, 0.32, 0.08, 0.25]","[0.0, 0.010000000000000009, 2.220446049250313e-16, 0.0, -2.220446049250313e-16, 0.0]","[0.08333333333333341, 0.08333333333333341, 0.07142857142857129, -0.14285714285714296, -0.030303030303030328, -0.2727272727272727, -0.24242424242424246]",
1066_IEO_DIS_HI,"[0.16, 0.36, 0.67]","[0.0, 0.0]","[0.0, 0.12499999999999993, 0.4565217391304348]",
1060_IEO_SAD_LO,"[0.19, 0.33, 0.31]","[0.0, 0.1399999999999999]","[-0.3448275862068965, -0.36538461538461536, -0.35416666666666663]",
1068_TAI_HAP_XX,"[0.25, 0.37, 0.14, 0.37, 0.53]","[0.0, 0.0, 0.0, 0.0]","[0.08695652173913039, -0.3833333333333333, -0.1764705882352941, -0.2884615384615385, 0.65625]",
1045_IEO_FEA_HI,"[0.17, 0.34, 0.59]","[-1.1102230246251565e-16, 0.0]","[-0.2916666666666666, -0.17073170731707307, 0.053571428571428416]",
1075_ITS_DIS_XX,"[0.11, 0.2, 0.13, 0.26, 0.17, 0.5]","[0.010000000000000009, 0.0, 2.220446049250313e-16, 0.0, 0.0]","[-0.26666666666666666, -0.3103448275862068, -0.07142857142857148, -0.16129032258064513, -0.37037037037037035, -0.10714285714285723]",
1069_TIE_HAP_XX,"[0.17, 0.1, 0.57, 0.12, 0.44]","[0.0, 5.551115123125783e-17, 0.0, 0.009999999999999787]","[-0.34615384615384615, -0.23076923076923075, -0.17391304347826086, -0.25000000000000006, -0.0833333333333333]",
1067_ITH_ANG_XX,"[0.13, 0.3, 0.09, 0.38, 0.06, 0.5, 0.34]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.030000000000000027, -2.220446049250313e-16, 0.0, 0.0]","[0.08333333333333341, 0.30434782608695643, 0.5, 1.5333333333333334, 0.1999999999999999, 0.16279069767441862, 0.030303030303030328]",
1057_TAI_HAP_XX,"[0.15, 0.28, 0.13, 0.28, 0.39]","[0.0, 0.0, 0.0, 0.0]","[-0.375, -0.09677419354838701, 0.08333333333333341, -0.3, 0.1818181818181818]",
1074_WSI_HAP_XX,"[0.18, 0.33, 0.12, 0.05, 0.33, 0.14, 0.54]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16]","[-0.18181818181818185, -0.19512195121951212, -0.14285714285714296, -0.375, -0.15384615384615383, -0.12499999999999993, 1.2500000000000002]",
1014_IEO_FEA_HI,"[0.22, 0.33, 0.53]","[-2.220446049250313e-16, 0.0]","[-0.04347826086956525, -0.05714285714285704, -0.1016949152542372]",
1064_TAI_HAP_XX,"[0.27, 0.8, 0.25, 0.62, 0.57]","[0.04999999999999993, 0.33000000000000007, 0.06000000000000005, 0.0]","[0.1250000000000001, 0.5384615384615385, 0.38888888888888895, 0.19230769230769226, 1.0357142857142854]",
1089_DFA_FEA_XX,"[0.34, 0.34, 0.05, 0.57]","[0.010000000000000009, -2.220446049250313e-16, 0.0]","[-0.055555555555555455, -0.02857142857142844, -0.375, 0.3255813953488371]",
1036_IEO_DIS_MD,"[0.25, 0.33, 0.57]","[0.06999999999999995, 0.0]","[0.38888888888888895, 0.0, 0.6285714285714286]",
1068_TIE_DIS_XX,"[0.28, 0.1, 0.73, 0.21, 0.45]","[0.0, 0.0, 0.0, 0.010000000000000009]","[0.0, 0.0, 0.40384615384615374, 0.9090909090909091, 0.2857142857142858]",
1059_WSI_DIS_XX,"[0.24, 0.46, 0.1, 0.06, 0.36, 0.12, 0.68]","[-1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.009999999999999787]","[-0.25000000000000006, -0.2580645161290322, -0.375, -0.3333333333333333, -0.21739130434782614, 4.999999999999999, 10.333333333333336]",
1028_ITS_HAP_XX,"[0.01, 0.25, 0.16, 0.16, 0.22, 0.61]","[0.61, 0.0, 0.0, 0.17000000000000015, 0.0]","[-0.9411764705882353, -0.21875000000000003, -0.20000000000000004, -0.48387096774193544, 0.0, -0.06153846153846159]",
1005_IWW_HAP_XX,"[0.09, 0.39, 0.2, 0.22, 0.18, 0.56]","[0.0, 0.0, 0.0, 0.020000000000000018, 0.0]","[-0.18181818181818185, 0.054054054054054106, 0.1764705882352941, 0.09999999999999995, 0.2, 0.05660377358490571]",
1027_IWW_HAP_XX,"[0.07, 0.22, 0.15, 0.19, 0.15, 0.27]","[0.0, 0.0, 0.0, -1.1102230246251565e-16, 0.010000000000000009]","[-0.22222222222222213, -0.15384615384615388, 0.0, -0.050000000000000044, 0.3636363636363636, 0.42105263157894746]",
1047_ITS_HAP_XX,"[0.12, 0.28, 0.12, 0.33, 0.19, 0.63]","[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[-0.25000000000000006, -0.09677419354838701, -0.25000000000000006, 0.13793103448275876, -0.050000000000000044, 0.26]",
1014_ITS_ANG_XX,"[0.01, 0.34, 0.26, 0.38, 0.23, 0.67]","[0.010000000000000009, 0.010000000000000009, 0.0, 0.0, 0.020000000000000018]","[-0.9230769230769231, 0.030303030303030328, 0.7333333333333335, 0.22580645161290325, -0.04166666666666659, 0.1355932203389832]",
1026_DFA_DIS_XX,"[0.3, 0.27, 0.1, 0.59]","[0.030000000000000027, 0.0, 0.06999999999999984]","[-0.21052631578947373, -0.34146341463414626, 0.0, 0.34090909090909083]",
1042_IEO_SAD_HI,"[0.32, 0.56, 0.57]","[0.040000000000000036, -2.220446049250313e-16]","[0.6842105263157895, 0.806451612903226, 0.23913043478260854]",
1032_IOM_HAP_XX,"[0.19, 0.12, 0.12, 0.16, 0.14, 0.12, 0.34]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[0.0, -0.2, -0.2, -0.20000000000000004, -0.1764705882352941, 0.1999999999999999, -0.055555555555555455]",
1078_IOM_DIS_XX,"[0.18, 0.13, 0.11, 0.19, 0.11, 0.13, 0.54]","[0.0, 0.020000000000000018, 0.0, -1.1102230246251565e-16, 0.0, 2.220446049250313e-16]","[-0.21739130434782614, 0.0, -0.3125, -0.13636363636363635, -0.21428571428571436, 0.3, 0.42105263157894746]",
1084_IEO_ANG_MD,"[0.21, 0.58, 0.77]","[5.551115123125783e-17, 0.040000000000000036]","[-0.125, 0.487179487179487, 0.28333333333333344]",
1072_IEO_DIS_LO,"[0.06, 0.34, 0.58]","[1.1102230246251565e-16, 0.0]","[-0.8723404255319149, -0.37037037037037035, -0.07936507936507943]",
1078_MTI_HAP_XX,"[0.33, 0.42, 0.15, 0.13, 0.16, 0.63]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.31249999999999994, -0.19230769230769237, -0.25000000000000006, -0.27777777777777773, 0.14285714285714277, 0.9090909090909091]",
1040_TSI_ANG_XX,"[0.24, 0.58, 0.18, 0.57]","[0.0, 0.040000000000000036, 0.0]","[0.4117647058823528, 0.487179487179487, 0.058823529411764594, 0.26666666666666655]",
1074_ITH_HAP_XX,"[0.11, 0.26, 0.07, 0.2, 0.04, 0.43, 0.65]","[0.010000000000000009, 1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]","[0.0, -0.16129032258064513, -0.3, -0.1666666666666666, -0.3333333333333333, -0.15686274509803924, 0.41304347826086957]",
1082_ITH_HAP_XX,"[0.12, 0.22, 0.08, 0.21, 0.04, 0.43, 0.43]","[0.04999999999999999, 0.0, 0.010000000000000009, 0.0, 0.0, 0.0]","[0.0, -0.26666666666666666, -0.11111111111111106, -0.2500000000000001, -0.5, 0.0, -0.24561403508771926]",
1022_TIE_FEA_XX,"[0.19, 0.12, 0.44, 0.13, 0.39]","[0.0, 2.220446049250313e-16, 0.0, 0.009999999999999787]","[-0.45714285714285713, -0.25000000000000006, -0.25423728813559315, -0.13333333333333328, -0.2777777777777778]",
1042_IOM_DIS_XX,"[0.16, 0.11, 0.14, 0.17, 0.12, 0.14, 0.43]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.010000000000000009]","[-0.3333333333333333, -0.35294117647058826, -0.22222222222222213, -0.2916666666666666, 0.09090909090909087, 0.4000000000000001, -0.02272727272727275]",
1091_DFA_DIS_XX,"[0.2, 0.22, 0.06, 0.58]","[0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.28571428571428575, -0.04347826086956525, 0.1999999999999999, 0.017543859649122823]",
1020_TSI_SAD_XX,"[0.17, 0.56, 0.35, 0.43]","[0.0, 0.2699999999999999, 0.48]","[-0.4333333333333333, -0.1384615384615384, 0.34615384615384603, -0.2711864406779661]",
1050_IOM_FEA_XX,"[0.19, 0.15, 0.08, 0.19, 0.13, 0.11, 0.39]","[0.0, 0.010000000000000009, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.13636363636363635, 0.15384615384615377, -0.5, 0.05555555555555561, -0.07142857142857148, 0.0, 0.054054054054054106]",
1038_TAI_FEA_XX,"[0.18, 0.39, 0.11, 0.32, 0.55]","[1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.0]","[-0.10000000000000009, -0.07142857142857137, -0.15384615384615388, -0.1794871794871795, 1.1153846153846154]",
1022_DFA_FEA_XX,"[0.3, 0.4, 0.08, 0.51]","[0.07000000000000006, 0.04999999999999993, 0.0]","[-0.23076923076923084, 0.08108108108108115, -0.11111111111111106, 0.08510638297872349]",
1075_WSI_FEA_XX,"[0.11, 0.24, 0.1, 0.04, 0.23, 0.09, 0.45]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.0]","[-0.42105263157894735, -0.4545454545454546, -0.375, -0.20000000000000004, -0.28125, -0.25, 0.9565217391304347]",
1029_IWW_ANG_XX,"[0.18, 0.32, 0.19, 0.21, 0.11, 0.35]","[-5.551115123125783e-17, 0.0, 1.1102230246251565e-16, 0.009999999999999787, 0.0]","[0.3846153846153845, 0.28, 0.1875, 0.31249999999999994, -0.15384615384615388, 0.0937499999999999]",
1009_TAI_SAD_XX,"[0.18, 0.49, 0.12, 0.47, 0.38]","[0.0, 0.0, 0.010000000000000231, 0.0]","[-0.10000000000000009, -0.1403508771929824, -0.14285714285714296, -0.1896551724137931, 0.05555555555555561]",
1005_MTI_SAD_XX,"[0.29, 0.69, 0.18, 0.19, 0.17, 0.59]","[5.551115123125783e-17, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.19444444444444448, 0.11290322580645154, 0.28571428571428553, 0.11764705882352934, 0.13333333333333347, 0.0]",
1072_MTI_HAP_XX,"[0.33, 0.55, 0.14, 0.08, 0.15, 0.57]","[0.0, 0.040000000000000036, 0.0, 0.0, 0.0]","[-0.10810810810810806, 0.057692307692307744, -0.1764705882352941, -0.5555555555555556, 0.0, 0.3255813953488371]",
1041_MTI_FEA_XX,"[0.29, 0.37, 0.13, 0.14, 0.1, 0.49]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.17142857142857143, -0.09756097560975606, 0.18181818181818185, 0.16666666666666682, -0.1666666666666666, 0.1136363636363636]",
1011_ITH_DIS_XX,"[0.08, 0.26, 0.03, 0.12, 0.06, 0.45, 0.5]","[1.1102230246251565e-16, 0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0]","[-0.2727272727272727, -0.07142857142857148, -0.5, -0.4782608695652174, -0.14285714285714296, 0.046511627906976785, 0.041666666666666706]",
1021_IEO_DIS_HI,"[0.32, 0.64, 0.72]","[0.030000000000000027, 0.009999999999999787]","[0.6, 0.7777777777777779, 0.43999999999999995]",
1072_IOM_HAP_XX,"[0.18, 0.19, 0.14, 0.16, 0.11, 0.08, 0.56]","[0.030000000000000027, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.25, -0.2692307692307693, -0.1764705882352941, -0.40740740740740744, -0.0833333333333333, -0.11111111111111106, 0.33333333333333354]",
1077_ITS_ANG_XX,"[0.13, 0.34, 0.12, 0.32, 0.18, 0.56]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[0.18181818181818185, 0.25925925925925924, 0.0, 0.23076923076923075, -0.05263157894736847, 0.3658536585365856]",
1047_MTI_FEA_XX,"[0.27, 0.47, 0.02, 0.17, 0.12, 0.5]","[0.0, 0.010000000000000009, 0.010000000000000009, 0.0, 0.0]","[-0.30769230769230765, -0.06000000000000005, -0.8750000000000001, -0.2272727272727272, -0.14285714285714296, 0.6666666666666667]",
1035_IOM_SAD_XX,"[0.15, 0.1, 0.18, 0.21, 0.07, 0.02, 0.38]","[-5.551115123125783e-17, 0.020000000000000018, 0.0, 1.1102230246251565e-16, 0.010000000000000009, 0.17999999999999994]","[-0.3478260869565218, -0.375, 0.0, -0.16000000000000003, -0.5, -0.7999999999999999, 0.027027027027027053]",
1082_MTI_HAP_XX,"[0.36, 0.46, 0.16, 0.13, 0.12, 0.37]","[0.0, 0.0, 0.0, 2.220446049250313e-16, 0.0]","[-0.027027027027027053, -0.06122448979591831, -0.15789473684210525, -0.27777777777777773, 0.0, -0.2884615384615385]",
1028_IEO_FEA_MD,"[0.15, 0.36, 0.35]","[0.0, 0.0]","[-0.16666666666666666, 0.09090909090909081, -0.2391304347826088]",
1009_DFA_SAD_XX,"[0.35, 0.27, 0.06, 0.47]","[0.02000000000000024, 0.0, 0.0]","[-0.027777777777777804, -0.28947368421052627, -0.3333333333333333, -0.2033898305084746]",
1056_IEO_ANG_MD,"[0.38, 0.61, 0.86]","[0.27, 0.07000000000000006]","[0.7272727272727273, 0.9062499999999999, 1.6875]",
1088_ITS_DIS_XX,"[0.1, 0.2, 0.1, 0.18, 0.12, 0.33]","[0.0, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.28571428571428575, -0.19999999999999996, -0.23076923076923075, -0.10000000000000009, -0.2941176470588236, -0.15384615384615383]",
1046_WSI_FEA_XX,"[0.17, 0.17, 0.03, 0.05, 0.18, 0.1, 0.47]","[0.0, 0.05999999999999994, 0.0, 0.0, 0.0, 0.0]","[0.06250000000000006, -0.46875, -0.6666666666666666, 0.0, -0.3333333333333334, -0.09090909090909087, 1.2380952380952381]",
1064_ITH_DIS_XX,"[0.12, 0.33, 0.09, 0.18, 0.08, 0.54, 0.68]","[0.0, 0.0, 0.009999999999999787, 0.0, 0.0, 0.0]","[-0.25000000000000006, 0.06451612903225812, -0.18181818181818185, -0.4545454545454546, 0.3333333333333334, 0.058823529411764754, 0.5813953488372094]",
1016_IOM_SAD_XX,"[0.17, 0.13, 0.17, 0.3, 0.13, 0.05, 0.43]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06250000000000006, 0.0, 0.30769230769230776, 0.8749999999999999, 0.08333333333333341, -0.5, -0.12244897959183673]",
1083_IOM_SAD_XX,"[0.2, 0.16, 0.17, 0.29, 0.13, 0.12, 0.52]","[0.0, 0.0, 2.220446049250313e-16, 0.0, 0.0, 0.0]","[-0.13043478260869565, 0.06666666666666674, 0.06250000000000006, 0.38095238095238093, -0.07142857142857148, 0.09090909090909087, 0.15555555555555556]",
1077_IEO_FEA_LO,"[0.09, 0.31, 0.46]","[0.0, 0.0]","[-0.5, -0.13888888888888887, 0.0]",
1068_TAI_SAD_XX,"[0.25, 0.37, 0.11, 0.35, 0.37]","[0.0, 0.0, 0.0, 0.010000000000000231]","[0.08695652173913039, -0.3833333333333333, -0.35294117647058826, -0.326923076923077, 0.15624999999999997]",
1002_IEO_ANG_HI,"[0.21, 0.38, 0.54]","[0.030000000000000027, -2.220446049250313e-16]","[0.1052631578947368, 0.22580645161290325, 0.10204081632653071]",
1022_IEO_SAD_HI,"[0.1, 0.45, 0.6]","[0.0, 0.0]","[-0.47368421052631576, 0.21621621621621626, 0.111111111111111]",
1037_MTI_DIS_XX,"[0.45, 0.95, 0.16, 0.19, 0.2, 0.67]","[-1.1102230246251565e-16, 0.030000000000000027, 0.0, 0.0, 0.0]","[0.0714285714285715, 0.6379310344827587, 0.14285714285714277, 0.2666666666666667, 0.6666666666666669, 0.4255319148936172]",
1002_TSI_SAD_XX,"[0.04, 0.24, 0.11, 0.71]","[-1.1102230246251565e-16, 0.0, 0.0]","[-0.7647058823529411, -0.368421052631579, -0.21428571428571436, 0.44897959183673464]",
1018_IEO_FEA_MD,"[0.08, 0.42, 0.73]","[0.0, 0.0]","[-0.6, 0.13513513513513511, 0.6976744186046512]",
1055_DFA_DIS_XX,"[0.36, 0.37, 0.07, 0.67]","[0.039999999999999925, 0.0, 0.0]","[-0.23404255319148934, -0.33928571428571436, -0.3, 0.3958333333333335]",
1034_IEO_ANG_LO,"[0.07, 0.43, 0.57]","[-5.551115123125783e-17, 0.0]","[-0.3, 0.34374999999999994, 0.3255813953488371]",
1060_TIE_DIS_XX,"[0.41, 0.17, 0.89, 0.2, 0.45]","[0.030000000000000027, 0.0, 0.040000000000000036, 0.019999999999999574]","[4.857142857142856, 0.8888888888888891, 0.9347826086956521, 1.5, 2.0000000000000004]",
1006_IWL_SAD_XX,"[0.17, 0.22, 0.23, 0.06, 0.23, 0.58, 0.61]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[0.0, 0.09999999999999995, 0.0, 0.0, 0.0, 0.487179487179487, 1.1034482758620692]",
1035_ITH_DIS_XX,"[0.01, 0.24, 0.04, 0.1, 0.09, 0.68, 0.61]","[0.85, 0.0, -2.220446049250313e-16, 0.0, 0.010000000000000009, 0.0]","[-0.8750000000000001, 0.1999999999999999, -0.3333333333333333, -0.33333333333333326, 0.7999999999999998, 0.7000000000000001, 0.21999999999999997]",
1066_WSI_ANG_XX,"[0.19, 0.46, 0.14, 0.05, 0.37, 0.08, 0.68]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.009999999999999787]","[-0.1739130434782609, 0.43750000000000006, 0.4000000000000001, 0.0, 0.3214285714285713, -0.20000000000000004, 0.3877551020408164]",
1070_IEO_DIS_HI,"[0.18, 0.42, 0.75]","[0.010000000000000009, 0.0]","[0.12499999999999993, 0.31249999999999994, 0.7441860465116279]",
1039_ITS_FEA_XX,"[0.13, 0.28, 0.14, 0.25, 0.18, 0.54]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[0.18181818181818185, 0.07692307692307698, 0.2727272727272728, 0.24999999999999994, -0.05263157894736847, 0.3170731707317075]",
1073_MTI_ANG_XX,"[0.32, 0.53, 0.11, 0.09, 0.12, 0.57]","[1.1102230246251565e-16, -2.220446049250313e-16, 0.0, -2.220446049250313e-16, 0.0]","[0.0, 0.06000000000000005, -0.45, -0.10000000000000009, -0.3333333333333333, 0.8387096774193546]",
1007_TSI_SAD_XX,"[0.02, 0.91, 0.02, 0.04]","[0.0, 0.3500000000000001, 0.0]","[-0.9, 0.5166666666666668, -0.9166666666666667, -0.8666666666666667]",
1063_IOM_DIS_XX,"[0.19, 0.21, 0.13, 0.18, 0.11, 0.1, 0.44]","[0.01000000000000012, -2.220446049250313e-16, 2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16]","[0.11764705882352934, 0.31249999999999994, -0.13333333333333328, -0.05263157894736847, 0.0, -0.09090909090909087, 0.12820512820512817]",
1073_TIE_FEA_XX,"[0.21, 0.11, 0.48, 0.08, 0.48]","[0.0, 0.0, 0.0, 0.020000000000000018]","[-0.2222222222222223, -0.0833333333333333, 0.02127659574468087, -0.20000000000000004, 0.02127659574468087]",
1061_IWL_HAP_XX,"[0.12, 0.19, 0.21, 0.04, 0.2, 0.38, 0.47]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.0, 0.0]","[-0.07692307692307698, -0.050000000000000044, -0.34375000000000006, -0.6, -0.09090909090909087, -0.11627906976744183, 0.4242424242424241]",
1085_ITS_ANG_XX,"[0.1, 0.27, 0.12, 0.3, 0.19, 0.54]","[-5.551115123125783e-17, 0.0, 0.0, 2.220446049250313e-16, 0.010000000000000009]","[0.11111111111111122, 0.1739130434782609, 0.09090909090909087, 0.30434782608695643, 0.05555555555555561, 0.1739130434782609]",
1032_DFA_SAD_XX,"[0.2, 0.3, 0.07, 0.46]","[0.0, 0.0, 0.0]","[-0.33333333333333326, 0.07142857142857129, 0.16666666666666682, 0.2432432432432433]",
1005_TAI_HAP_XX,"[0.23, 0.48, 0.15, 0.39, 0.53]","[0.0, 0.0, 2.220446049250313e-16, 0.0]","[-0.20689655172413784, 0.09090909090909087, -0.06250000000000006, -0.18749999999999994, 0.65625]",
1091_IWW_ANG_XX,"[0.09, 0.29, 0.11, 0.24, 0.15, 0.46]","[5.551115123125783e-17, 0.0, 0.020000000000000018, 0.009999999999999787, 2.220446049250313e-16]","[0.0, 0.38095238095238093, -0.0833333333333333, 0.846153846153846, 0.07142857142857129, 0.0]",
1031_MTI_DIS_XX,"[0.34, 0.41, 0.02, 0.1, 0.15, 0.62]","[0.0, 0.010000000000000009, 0.0, 0.0, 0.0]","[-0.17073170731707307, -0.046511627906976785, -0.8461538461538461, -0.33333333333333326, 0.15384615384615377, 1.0666666666666667]",
1044_TAI_DIS_XX,"[0.19, 0.52, 0.15, 0.44, 0.84]","[0.04999999999999999, 0.030000000000000027, 0.010000000000000009, 0.040000000000000036]","[-0.2692307692307693, 0.040000000000000036, -0.06250000000000006, 0.047619047619047665, 1.1538461538461537]",
1058_MTI_FEA_XX,"[0.31, 0.52, 0.11, 0.11, 0.11, 0.7]","[0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.1842105263157895, -0.1875, -0.45, -0.47619047619047616, -0.38888888888888884, 0.5217391304347825]",
1005_TIE_ANG_XX,"[0.16, 0.15, 0.72, 0.3, 0.9]","[0.0, 0.0, 0.0, 0.010000000000000009]","[-0.36, -0.25000000000000006, 0.09090909090909081, 0.5789473684210525, 0.7647058823529412]",
1040_IOM_HAP_XX,"[0.15, 0.11, 0.11, 0.14, 0.11, 0.09, 0.35]","[0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0]","[-0.21052631578947373, -0.21428571428571436, -0.15384615384615388, -0.06666666666666654, -0.0833333333333333, -0.25, 0.8421052631578946]",
