filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,script,emotion,pos,dep,lemma,tag,stop,start,end
1013_WSI_SAD_XX,"[0.2, 0.38, 0.11, 0.1, 0.39, 0.06, 0.42]","[0.13999999999999996, 0.0, 0.0, 0.039999999999999813, 0.0, 0.029999999999999805]","[-0.09090909090909087, -0.025641025641025664, -0.15384615384615388, 0.4285714285714285, 0.026315789473684233, -0.5714285714285715, -0.33333333333333337]",We'll stop in a couple of minutes,S,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']","['nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'pobj']","['we', 'will', 'stop', 'in', 'a', 'couple', 'of', 'minute']","['PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS']","[True, True, False, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_DFA_ANG_XX,"[0.39, 0.32, 0.06, 0.61]","[0.010000000000000009, 0.0, -2.220446049250313e-16]","[0.1142857142857144, -0.08571428571428563, -0.14285714285714296, 0.10909090909090897]",Don't forget a jacket,A,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_DFA_DIS_XX,"[0.29, 0.27, 0.06, 0.57]","[0.0, 0.0, 0.0]","[-0.17142857142857143, -0.22857142857142848, -0.14285714285714296, 0.03636363636363619]",Don't forget a jacket,D,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_DFA_FEA_XX,"[0.3, 0.25, 0.04, 0.5]","[0.0, 0.0, -2.220446049250313e-16]","[-0.14285714285714282, -0.28571428571428564, -0.4285714285714286, -0.09090909090909098]",Don't forget a jacket,F,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_DFA_SAD_XX,"[0.34, 0.3, 0.06, 0.71]","[0.040000000000000036, -1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.02857142857142844, -0.14285714285714282, -0.14285714285714296, 0.29090909090909073]",Don't forget a jacket,S,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_IEO_ANG_HI,"[0.36, 0.6, 0.92]","[0.05999999999999994, 0.040000000000000036]","[0.5652173913043477, 0.7142857142857143, 0.5593220338983053]",It's eleven o'clock,A,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_ANG_MD,"[0.33, 0.61, 0.83]","[0.07000000000000006, 0.07999999999999985]","[0.43478260869565216, 0.7428571428571429, 0.4067796610169492]",It's eleven o'clock,A,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_DIS_MD,"[0.06, 0.44, 0.73]","[0.0, 0.0]","[-0.7391304347826088, 0.25714285714285723, 0.23728813559322037]",It's eleven o'clock,D,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_FEA_HI,"[0.22, 0.33, 0.53]","[-2.220446049250313e-16, 0.0]","[-0.04347826086956525, -0.05714285714285704, -0.1016949152542372]",It's eleven o'clock,F,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_FEA_MD,"[0.19, 0.33, 0.54]","[0.010000000000000009, 0.0]","[-0.1739130434782609, -0.05714285714285704, -0.08474576271186429]",It's eleven o'clock,F,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_HAP_MD,"[0.09, 0.36, 0.52]","[1.1102230246251565e-16, 0.0]","[-0.6086956521739131, 0.0285714285714286, -0.11864406779661009]",It's eleven o'clock,H,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_NEU_XX,"[0.23, 0.35, 0.59]","[0.009999999999999898, 1.1102230246251565e-16]",,It's eleven o'clock,N,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_SAD_LO,"[0.17, 0.28, 0.55]","[0.010000000000000009, -1.1102230246251565e-16]","[-0.2608695652173913, -0.19999999999999987, -0.0677966101694914]",It's eleven o'clock,S,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IEO_SAD_MD,"[0.15, 0.31, 0.41]","[0.0, 0.0]","[-0.3478260869565218, -0.11428571428571424, -0.3050847457627119]",It's eleven o'clock,S,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_IOM_DIS_XX,"[0.2, 0.19, 0.18, 0.19, 0.07, 0.11, 0.44]","[0.0, 0.0, 1.1102230246251565e-16, 0.0, 0.019999999999999796, 0.0]","[0.0, 0.1875, 0.2, -0.1739130434782609, -0.22222222222222213, -0.0833333333333333, 0.1891891891891892]",I'm on my way to the meeting,D,"['PRON', 'AUX', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'prep', 'det', 'pobj']","['I', 'be', 'on', 'my', 'way', 'to', 'the', 'meeting']","['PRP', 'VBP', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN']","[True, True, True, True, False, True, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_IOM_NEU_XX,"[0.2, 0.16, 0.15, 0.23, 0.09, 0.12, 0.37]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 0.010000000000000009, 0.0]",,I'm on my way to the meeting,N,"['PRON', 'AUX', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'prep', 'det', 'pobj']","['I', 'be', 'on', 'my', 'way', 'to', 'the', 'meeting']","['PRP', 'VBP', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN']","[True, True, True, True, False, True, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_ITH_FEA_XX,"[0.1, 0.23, 0.05, 0.12, 0.05, 0.38, 0.47]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.23076923076923075, -0.23333333333333328, -0.5, -0.4000000000000001, -0.1666666666666666, -0.1739130434782609, 0.04444444444444436]",I think I have a doctor's appointment,F,"['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN']","['nsubj', 'ROOT', 'nsubj', 'ccomp', 'det', 'poss', 'case', 'dobj']","['I', 'think', 'I', 'have', 'a', 'doctor', ""'s"", 'appointment']","['PRP', 'VBP', 'PRP', 'VBP', 'DT', 'NN', 'POS', 'NN']","[True, False, True, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_ITH_HAP_XX,"[0.1, 0.23, 0.05, 0.16, 0.05, 0.42, 0.61]","[0.0, 0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0]","[-0.23076923076923075, -0.23333333333333328, -0.5, -0.20000000000000004, -0.1666666666666666, -0.0869565217391305, 0.3555555555555555]",I think I have a doctor's appointment,H,"['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN']","['nsubj', 'ROOT', 'nsubj', 'ccomp', 'det', 'poss', 'case', 'dobj']","['I', 'think', 'I', 'have', 'a', 'doctor', ""'s"", 'appointment']","['PRP', 'VBP', 'PRP', 'VBP', 'DT', 'NN', 'POS', 'NN']","[True, False, True, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_ITS_FEA_XX,"[0.1, 0.23, 0.09, 0.18, 0.15, 0.46]","[-2.220446049250313e-16, 0.0, 0.0, 0.0, 2.220446049250313e-16]","[-0.23076923076923075, -0.30303030303030304, -0.4, -0.41935483870967744, -0.375, -0.22033898305084737]",I think I've seen this before,F,"['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'prep']","['I', 'think', 'I', ""'ve"", 'see', 'this', 'before']","['PRP', 'VBP', 'PRP', 'VBP', 'VBN', 'DT', 'IN']","[True, False, True, True, False, True, True]","[True, False, False, False, False, False, False]","[False, False, False, False, False, False, True]"
1014_ITS_NEU_XX,"[0.13, 0.33, 0.15, 0.31, 0.24, 0.59]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",,I think I've seen this before,N,"['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'prep']","['I', 'think', 'I', ""'ve"", 'see', 'this', 'before']","['PRP', 'VBP', 'PRP', 'VBP', 'VBN', 'DT', 'IN']","[True, False, True, True, False, True, True]","[True, False, False, False, False, False, False]","[False, False, False, False, False, False, True]"
1014_IWL_ANG_XX,"[0.35, 0.3, 0.48, 0.13, 0.43, 0.56, 0.57]","[0.010000000000000009, 0.010000000000000009, 0.04999999999999982, 0.0, 0.029999999999999805, 0.0]","[1.0588235294117645, 0.3636363636363636, 1.1818181818181819, 0.625, 0.48275862068965525, 0.05660377358490571, 0.6285714285714286]",I would like a new alarm clock,A,"['PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN']","['nsubj', 'aux', 'ROOT', 'det', 'amod', 'compound', 'dobj']","['I', 'would', 'like', 'a', 'new', 'alarm', 'clock']","['PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'NN']","[True, True, False, True, False, False, False]","[True, False, False, False, False, False, False]","[False, False, False, False, False, False, True]"
1014_IWW_ANG_XX,"[0.14, 0.44, 0.21, 0.21, 0.18, 0.57]","[0.010000000000000009, 0.0, 0.010000000000000009, 0.0, 0.0]","[0.16666666666666682, 0.22222222222222227, 0.049999999999999906, -0.19230769230769237, 0.058823529411764594, 0.3571428571428571]",I wonder what this is about,A,"['PRON', 'VERB', 'PRON', 'PRON', 'AUX', 'ADV']","['nsubj', 'ROOT', 'pobj', 'nsubj', 'ccomp', 'prep']","['I', 'wonder', 'what', 'this', 'be', 'about']","['PRP', 'VBP', 'WP', 'DT', 'VBZ', 'RB']","[True, False, True, True, True, True]","[True, False, False, False, False, False]","[False, False, False, False, False, True]"
1014_MTI_FEA_XX,"[0.27, 0.46, 0.02, 0.13, 0.1, 0.46]","[0.0, 0.010000000000000009, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]","[-0.41304347826086957, -0.24590163934426224, -0.8823529411764707, -0.27777777777777773, -0.28571428571428575, -0.16363636363636366]",Maybe tomorrow it will be cold,F,"['ADV', 'NOUN', 'PRON', 'AUX', 'AUX', 'ADJ']","['advmod', 'npadvmod', 'nsubj', 'aux', 'ROOT', 'acomp']","['maybe', 'tomorrow', 'it', 'will', 'be', 'cold']","['RB', 'NN', 'PRP', 'MD', 'VB', 'JJ']","[False, False, True, True, True, False]","[True, False, False, False, False, False]","[False, False, False, False, False, True]"
1014_MTI_NEU_XX,"[0.46, 0.61, 0.17, 0.18, 0.14, 0.55]","[0.0, 0.04000000000000026, -4.440892098500626e-16, 0.0, 0.0]",,Maybe tomorrow it will be cold,N,"['ADV', 'NOUN', 'PRON', 'AUX', 'AUX', 'ADJ']","['advmod', 'npadvmod', 'nsubj', 'aux', 'ROOT', 'acomp']","['maybe', 'tomorrow', 'it', 'will', 'be', 'cold']","['RB', 'NN', 'PRP', 'MD', 'VB', 'JJ']","[False, False, True, True, True, False]","[True, False, False, False, False, False]","[False, False, False, False, False, True]"
1014_TAI_ANG_XX,"[0.4, 0.63, 0.21, 0.55, 0.54]","[0.009999999999999898, 0.010000000000000009, 0.0, 0.0]","[-0.09090909090909087, 0.14545454545454536, 0.31249999999999994, 0.10000000000000009, 0.28571428571428586]",The airplane is almost full,A,"['DET', 'NOUN', 'AUX', 'ADV', 'ADJ']","['det', 'nsubj', 'ROOT', 'advmod', 'acomp']","['the', 'airplane', 'be', 'almost', 'full']","['DT', 'NN', 'VBZ', 'RB', 'JJ']","[True, False, True, True, True]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_TAI_NEU_XX,"[0.44, 0.55, 0.16, 0.5, 0.42]","[0.0, 0.0, 0.0, 0.0]",,The airplane is almost full,N,"['DET', 'NOUN', 'AUX', 'ADV', 'ADJ']","['det', 'nsubj', 'ROOT', 'advmod', 'acomp']","['the', 'airplane', 'be', 'almost', 'full']","['DT', 'NN', 'VBZ', 'RB', 'JJ']","[True, False, True, True, True]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_TAI_SAD_XX,"[1.12, 0.52, 0.13, 0.27, 0.03]","[-2.220446049250313e-16, 0.0, 0.009999999999999787, 0.0]","[1.5454545454545459, -0.05454545454545459, -0.1875, -0.45999999999999996, -0.9285714285714286]",The airplane is almost full,S,"['DET', 'NOUN', 'AUX', 'ADV', 'ADJ']","['det', 'nsubj', 'ROOT', 'advmod', 'acomp']","['the', 'airplane', 'be', 'almost', 'full']","['DT', 'NN', 'VBZ', 'RB', 'JJ']","[True, False, True, True, True]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_TIE_ANG_XX,"[0.37, 0.15, 0.77, 0.15, 0.62]","[0.020000000000000018, 0.0, 0.0, 0.010000000000000009]","[0.8499999999999999, 0.15384615384615377, 0.30508474576271194, -0.11764705882352951, 0.12727272727272718]",That is exactly what happened,A,"['PRON', 'AUX', 'ADV', 'PRON', 'VERB']","['nsubj', 'ROOT', 'advmod', 'nsubj', 'ccomp']","['that', 'be', 'exactly', 'what', 'happen']","['DT', 'VBZ', 'RB', 'WP', 'VBD']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_TIE_NEU_XX,"[0.2, 0.13, 0.59, 0.17, 0.55]","[0.0, 0.0, 0.0, 0.0]",,That is exactly what happened,N,"['PRON', 'AUX', 'ADV', 'PRON', 'VERB']","['nsubj', 'ROOT', 'advmod', 'nsubj', 'ccomp']","['that', 'be', 'exactly', 'what', 'happen']","['DT', 'VBZ', 'RB', 'WP', 'VBD']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1014_TSI_ANG_XX,"[0.43, 0.53, 0.18, 0.7]","[0.0, 0.040000000000000036, 0.0]","[0.6538461538461537, 0.0, -0.3333333333333334, 0.14754098360655732]",The surface is slick,A,"['DET', 'NOUN', 'AUX', 'ADJ']","['det', 'nsubj', 'ROOT', 'acomp']","['the', 'surface', 'be', 'slick']","['DT', 'NN', 'VBZ', 'JJ']","[True, False, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_TSI_NEU_XX,"[0.26, 0.53, 0.27, 0.61]","[-1.1102230246251565e-16, 0.020000000000000018, 0.0]",,The surface is slick,N,"['DET', 'NOUN', 'AUX', 'ADJ']","['det', 'nsubj', 'ROOT', 'acomp']","['the', 'surface', 'be', 'slick']","['DT', 'NN', 'VBZ', 'JJ']","[True, False, True, False]","[True, False, False, False]","[False, False, False, True]"
1014_WSI_ANG_XX,"[0.25, 0.47, 0.14, 0.06, 0.33, 0.12, 0.63]","[0.0, 0.010000000000000009, 2.220446049250313e-16, -2.220446049250313e-16, 0.0, 0.0]","[0.08695652173913039, 0.27027027027027023, 0.4000000000000001, 0.1999999999999999, 0.03125000000000003, -0.14285714285714296, 0.01612903225806453]",We'll stop in a couple of minutes,A,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']","['nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'pobj']","['we', 'will', 'stop', 'in', 'a', 'couple', 'of', 'minute']","['PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS']","[True, True, False, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_WSI_FEA_XX,"[0.15, 0.28, 0.08, 0.04, 0.2, 0.08, 0.42]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.0]","[-0.3478260869565218, -0.24324324324324317, -0.20000000000000004, -0.20000000000000004, -0.375, -0.4285714285714286, -0.32258064516129037]",We'll stop in a couple of minutes,F,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']","['nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'pobj']","['we', 'will', 'stop', 'in', 'a', 'couple', 'of', 'minute']","['PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS']","[True, True, False, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1014_WSI_HAP_XX,"[0.18, 0.29, 0.09, 0.05, 0.25, 0.09, 0.47]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]","[-0.21739130434782614, -0.21621621621621626, -0.10000000000000009, 0.0, -0.21875000000000003, -0.3571428571428572, -0.24193548387096778]",We'll stop in a couple of minutes,H,"['PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']","['nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'pobj']","['we', 'will', 'stop', 'in', 'a', 'couple', 'of', 'minute']","['PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS']","[True, True, False, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1015_DFA_ANG_XX,"[0.75, 0.33, 0.05, 0.5]","[0.010000000000000009, 0.0, 0.0]","[1.5, 0.06451612903225812, -0.28571428571428575, 0.6666666666666667]",Don't forget a jacket,A,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1015_DFA_SAD_XX,"[0.03, 0.25, 0.05, 0.43]","[-1.1102230246251565e-16, 0.0, 0.0]","[-0.9000000000000001, -0.1935483870967742, -0.28571428571428575, 0.43333333333333335]",Don't forget a jacket,S,"['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['aux', 'neg', 'ROOT', 'det', 'dobj']","['do', 'not', 'forget', 'a', 'jacket']","['VB', 'RB', 'VB', 'DT', 'NN']","[True, True, False, True, False]","[True, False, False, False, False]","[False, False, False, False, True]"
1015_IEO_ANG_HI,"[0.22, 0.38, 0.67]","[0.010000000000000009, 0.0]","[0.375, 0.310344827586207, 1.1612903225806452]",It's eleven o'clock,A,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_DIS_HI,"[0.18, 0.31, 0.4]","[1.1102230246251565e-16, 0.0]","[0.12499999999999993, 0.06896551724137938, 0.29032258064516137]",It's eleven o'clock,D,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_DIS_MD,"[0.05, 0.32, 0.49]","[0.0, 0.0]","[-0.6875, 0.10344827586206906, 0.5806451612903225]",It's eleven o'clock,D,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_FEA_HI,"[0.14, 0.32, 0.55]","[-1.1102230246251565e-16, 1.1102230246251565e-16]","[-0.12499999999999993, 0.10344827586206906, 0.774193548387097]",It's eleven o'clock,F,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_FEA_LO,"[0.03, 0.26, 0.54]","[-1.1102230246251565e-16, 0.0]","[-0.8125, -0.10344827586206887, 0.7419354838709679]",It's eleven o'clock,F,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_HAP_MD,"[0.16, 0.27, 0.42]","[0.0, 0.0]","[0.0, -0.06896551724137918, 0.3548387096774193]",It's eleven o'clock,H,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_NEU_XX,"[0.16, 0.29, 0.31]","[0.0, 0.0]",,It's eleven o'clock,N,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IEO_SAD_LO,"[0.12, 0.25, 0.47]","[0.030000000000000027, 0.0]","[-0.25000000000000006, -0.13793103448275856, 0.5161290322580644]",It's eleven o'clock,S,"['PRON', 'AUX', 'NUM', 'NOUN']","['nsubj', 'ROOT', 'nummod', 'attr']","['it', 'be', 'eleven', ""o'clock""]","['PRP', 'VBZ', 'CD', 'NN']","[True, True, True, False]","[True, False, False, False]","[False, False, False, True]"
1015_IOM_DIS_XX,"[0.22, 0.12, 0.12, 0.13, 0.09, 0.07, 0.44]","[0.0, 0.010000000000000009, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.010000000000000009]","[-0.04347826086956525, -0.14285714285714296, 0.0, -0.27777777777777773, -0.25, -0.3636363636363636, 1.3157894736842106]",I'm on my way to the meeting,D,"['PRON', 'AUX', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'prep', 'det', 'pobj']","['I', 'be', 'on', 'my', 'way', 'to', 'the', 'meeting']","['PRP', 'VBP', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN']","[True, True, True, True, False, True, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1015_IOM_HAP_XX,"[0.15, 0.13, 0.13, 0.12, 0.09, 0.07, 0.23]","[0.030000000000000027, 0.0, 0.0, 0.0, 0.0, 1.1102230246251565e-16]","[-0.3478260869565218, -0.07142857142857148, 0.08333333333333341, -0.3333333333333333, -0.25, -0.3636363636363636, 0.21052631578947373]",I'm on my way to the meeting,H,"['PRON', 'AUX', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'prep', 'det', 'pobj']","['I', 'be', 'on', 'my', 'way', 'to', 'the', 'meeting']","['PRP', 'VBP', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN']","[True, True, True, True, False, True, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1015_ITH_NEU_XX,"[0.1, 0.27, 0.05, 0.2, 0.06, 0.41, 0.35]","[0.0, 0.0, 0.010000000000000009, 0.0, 0.0, 0.0]",,I think I have a doctor's appointment,N,"['PRON', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN']","['nsubj', 'ROOT', 'nsubj', 'ccomp', 'det', 'poss', 'case', 'dobj']","['I', 'think', 'I', 'have', 'a', 'doctor', ""'s"", 'appointment']","['PRP', 'VBP', 'PRP', 'VBP', 'DT', 'NN', 'POS', 'NN']","[True, False, True, True, True, False, True, False]","[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, True]"
1015_ITS_FEA_XX,"[0.01, 0.12, 0.09, 0.17, 0.11, 0.45]","[0.0, 0.0, 5.551115123125783e-17, 0.0, 0.0]","[-0.9333333333333332, -0.6470588235294118, -0.5, -0.2916666666666666, -0.42105263157894735, -0.021739130434782625]",I think I've seen this before,F,"['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'prep']","['I', 'think', 'I', ""'ve"", 'see', 'this', 'before']","['PRP', 'VBP', 'PRP', 'VBP', 'VBN', 'DT', 'IN']","[True, False, True, True, False, True, True]","[True, False, False, False, False, False, False]","[False, False, False, False, False, False, True]"
1015_ITS_NEU_XX,"[0.15, 0.34, 0.18, 0.24, 0.19, 0.46]","[-1.1102230246251565e-16, 0.030000000000000027, 0.0, 0.0, 0.0]",,I think I've seen this before,N,"['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'prep']","['I', 'think', 'I', ""'ve"", 'see', 'this', 'before']","['PRP', 'VBP', 'PRP', 'VBP', 'VBN', 'DT', 'IN']","[True, False, True, True, False, True, True]","[True, False, False, False, False, False, False]","[False, False, False, False, False, False, True]"
